index,gamma_refined,abs_zeta_prime_sq,residual
10000,9877.78265400550114277409907069,75.4990478788004230950361398538,3.83482067917350168905899826527e-23
10001,9878.65477238569228818893740715,11.5560527708597773391203465253,7.51518268838152953405592774657e-23
10002,9879.03673339656873071003581866,12.0060078847101293624795202066,3.5317246431011759807648245252e-24
10003,9879.88449059680008936120074202,99.9448632810003925931058364091,1.0409211355652470175911354926e-21
10004,9881.10236086535378701496952011,246.827958538591950091056386102,1.34536078367052407146235484648e-21
10005,9882.19221596633325716352351059,70.710903829267919385558807774,8.68919264783320528067984233426e-22
10006,9882.83196084503886826386749516,39.497698418657616408308981082,1.0356692689033325899818931946e-22
10007,9883.6480494375128205371515303,54.9891111846457788734202539755,4.99911197203404177293648792283e-23
10008,9884.82098050027188680139057906,14.4028119631602002545950859512,2.05364336600370062526446203278e-22
10009,9885.41723578602276463943149843,3.52439182113436525247256293662,1.95024756385729069118681897577e-22
10010,9885.83120900369044355089160722,5.75118062752309991009911467572,1.1214068147392164702577599783e-24
10011,9886.92771073584065376231020811,22.5696504904608057053327848606,1.41267890819815090471706918542e-22
10012,9887.4956187367711831489941327,33.9287687244057054643348116191,2.7313846751050781060300135589e-22
10013,9888.36155789320274406789976929,231.958917192734737823215494567,6.92559068301598398301744829291e-23
10014,9890.12350839747763634871654966,38.4435088314379526641736159572,5.41721317024593752329226421354e-22
10015,9890.45752394280046829781341878,23.5630404896933670425247871396,4.44557068992540347233156273664e-22
10016,9891.62862520828446503879699758,12.1170669900325404941847714017,5.23653001371163598750512913474e-24
10017,9892.01778466049980947236169937,9.88989198935821237181546209025,9.18222218307747202864039987137e-23
10018,9892.88295159624440845105928159,44.7698618343194996613270372385,1.1574130875052616435156521215e-22
10019,9893.96414044415033214902624739,48.1662910280038643219766847167,5.12074782905757545639506309122e-22
10020,9894.77314831874688265115813245,26.0007415147763951253610932512,2.16970690525558230224808494851e-22
10021,9895.59736009930723923119126963,10.5972421631661762083982857764,2.6989555176194844946309417948e-22
10022,9896.02333880015822329732548744,16.7613328530764731797272715389,3.54104656243147504075874992486e-22
10023,9897.28743908934752503815219724,73.7507382431029509013958670039,1.46416101484710725746628177965e-22
10024,9898.18295974588732956518769734,9.73319869248744364625252220415,2.07933767295924008946098157074e-23
10025,9898.40545579506590410130575239,13.8086245842752464483912532869,1.00232266075064643886357100913e-23
10026,9900.12528681755837941632541804,264.735306718691099571826892343,9.42700105766171250731010958218e-22
10027,9901.06614000589517797172367802,47.279829785497555296072041564,3.02297803236810905837300201917e-22
10028,9901.82596623668455261749942699,11.0347004439793708314865104739,8.48589757744983414999010859995e-23
10029,9902.41448353809702302626187858,7.38795703067397656800679486077,9.26080584464117435129364720303e-23
10030,9903.15661896876832023678443686,9.42323228398593620034492196927,3.24325227680365929721200565991e-22
10031,9903.7914393954310314836955762,20.5271045417731151406709369558,2.1975682170040507498311142257e-22
10032,9904.89276073226658866630423612,40.6935741686880988778133835943,5.64108623508425569957424289017e-22
10033,9905.49325438121882134394178184,59.7895068097944960045584956194,6.45891759011938961406984631346e-22
